オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス,氏名,ひらがな,生年月日,性別,都道府県,商品名,カテゴリ,サブカテゴリ,色,サイズ,定価
202205200032-1,2022-05-20,C00000841,JA-BWGL,1,21000,2022-05-26,,配達済み,井口 美弥,いぐち みや,1991-12-18,女,神奈川県,Women Gray ジャケット B L,アウター,Women,Gray,L,21000
202205200048-1,2022-05-20,C00001168,HA-AUNN,1,5280,2022-05-27,,配達済み,石川 茉美,いしかわ まみ,2005-11-25,女,北海道,帽子 A,小物,Unisex,,,5280
202205200014-1,2022-05-20,C00000533,HA-AUNN,1,5280,2022-05-23,,配達済み,松山 聡美,まつやま さとみ,1974-02-02,女,東京都,帽子 A,小物,Unisex,,,5280
202205200004-1,2022-05-20,C00000099,NI-BMWS,1,14500,2022-05-22,,配達済み,堀口 亮子,ほりぐち りょうこ,1989-12-27,女,東京都,Men White ニット B S,トップス,Men,White,S,14500
202205200001-1,2022-05-20,C00000061,TO-AUNN,1,2280,2022-05-23,,配達済み,田中 ゆき,たなか ゆき,1983-09-13,女,千葉県,タオル A,小物,Unisex,,,2280
202205200012-1,2022-05-20,C00000526,TO-BUNN,1,2180,2022-05-27,,配達済み,北原 美香,きたはら みか,1974-01-06,女,東京都,タオル B,小物,Unisex,,,2180
202205200018-1,2022-05-20,C00000577,BP-AUNN,1,10200,2022-05-24,,配達済み,岩本 真由美,いわもと まゆみ,1999-04-05,女,兵庫県,バックパック A,バッグ,Unisex,,,10200
202205200030-1,2022-05-20,C00000742,SK-AWWL,1,18100,2022-05-25,,配達済み,佐川 なな,さがわ なな,1994-05-18,女,東京都,Women White スカート A L,ボトムス,Women,White,L,18100
202205200057-1,2022-05-20,C00001841,JA-BMWL,1,19400,2022-05-23,,配達済み,木下 繭子,きのした まゆこ,1982-08-20,女,福岡県,Men White ジャケット B L,アウター,Men,White,L,19400
202205210027-1,2022-05-21,C00001491,BP-AUNN,1,10200,2022-05-25,,配達済み,川口 大輔,かわぐち だいすけ,2002-05-10,男,福岡県,バックパック A,バッグ,Unisex,,,10200
202205210011-1,2022-05-21,C00000717,VE-BMGL,1,18000,2022-05-25,,配達済み,佐久間 拓,さくま たく,1998-06-22,男,北海道,Men Gray ベスト B L,アウター,Men,Gray,L,18000
202205210006-1,2022-05-21,C00000258,SW-AMGS,1,16000,2022-05-25,,配達済み,原田 裕喜,はらだ ゆうき,1976-07-23,男,山形県,Men Gray セーター A S,トップス,Men,Gray,S,16000
202205210035-1,2022-05-21,C00001942,PA-AMGM,1,16500,2022-05-28,,配達済み,小林 大,こばやし だい,1978-09-23,男,熊本県,Men Gray パンツ A M,ボトムス,Men,Gray,M,16500
202205210033-1,2022-05-21,C00001621,HA-AUNN,1,5280,2022-05-23,,配達済み,杉山 葵,すぎやま あおい,1973-12-11,女,熊本県,帽子 A,小物,Unisex,,,5280
202205210001-1,2022-05-21,C00000122,NI-CWBL,1,12400,2022-05-27,,配達済み,中村 雪絵,なかむら ゆきえ,1999-12-22,女,宮城県,Women Black ニット C L,トップス,Women,Black,L,12400
202205210009-1,2022-05-21,C00000493,HA-AUNN,1,5280,2022-05-25,,配達済み,佐々木 真二,ささき しんじ,1988-09-28,男,岩手県,帽子 A,小物,Unisex,,,5280
202205210004-1,2022-05-21,C00000154,SW-BMWM,2,31800,2022-05-22,,配達済み,松田 良子,まつだ よしこ,2000-10-14,女,東京都,Men White セーター B M,トップス,Men,White,M,15900
202205210024-1,2022-05-21,C00001404,PA-BWWL,1,19800,2022-05-25,,配達済み,弘中 知佳,ひろなか ちか,1972-09-10,女,東京都,Women White パンツ B L,ボトムス,Women,White,L,19800
202205210013-1,2022-05-21,C00000865,NI-AMBS,1,10000,2022-05-25,,配達済み,林 渉,はやし わたる,1978-07-25,男,千葉県,Men Black ニット A S,トップス,Men,Black,S,10000
202205210023-1,2022-05-21,C00001369,PA-BMBL,1,20000,2022-05-23,,配達済み,阿部 篤,あべ あつし,1983-03-18,男,神奈川県,Men Black パンツ B L,ボトムス,Men,Black,L,20000
202205210030-1,2022-05-21,C00001588,CT-AWWL,1,41200,2022-05-21,,配達済み,塙 美菜,はなわ みな,1987-05-03,女,宮城県,Women White コート A L,アウター,Women,White,L,41200
202205210007-1,2022-05-21,C00000317,BP-AUNN,1,10200,2022-05-25,,配達済み,鈴木 孝太郎,すずき こうたろう,1978-05-12,男,福岡県,バックパック A,バッグ,Unisex,,,10200
202205210034-1,2022-05-21,C00001932,TS-BMWL,1,8700,2022-05-25,,配達済み,三浦 剛,みうら つよし,1986-05-11,男,東京都,Men White Tシャツ B L,トップス,Men,White,L,8700
202205210010-1,2022-05-21,C00000658,PA-AMGS,1,16500,2022-05-25,,配達済み,金子 達也,かねこ たつや,1979-08-24,男,北海道,Men Gray パンツ A S,ボトムス,Men,Gray,S,16500
202205210036-1,2022-05-21,C00002144,HC-AUNN,1,1200,2022-05-24,,配達済み,渡辺 真澄,わたなべ ますみ,1978-06-29,女,東京都,ハンカチ A,小物,Unisex,,,1200
202205210020-1,2022-05-21,C00001040,PA-AMWM,1,16500,2022-05-24,,配達済み,福永 光司,ふくなが こうじ,1995-09-06,男,東京都,Men White パンツ A M,ボトムス,Men,White,M,16500
202205210036-2,2022-05-21,C00002144,TS-AWWM,1,8900,2022-05-27,,配達済み,渡辺 真澄,わたなべ ますみ,1978-06-29,女,東京都,Women White Tシャツ A M,トップス,Women,White,M,8900
202205210012-1,2022-05-21,C00000779,SB-BUNN,1,6800,2022-05-24,,配達済み,槇野 滋子,まきの あさこ,1986-06-14,女,東京都,ショルダーバッグ B,バッグ,Unisex,,,6800
202205210026-1,2022-05-21,C00001469,TO-BUNN,1,2180,2022-05-22,,配達済み,平田 真由美,ひらた まゆみ,2004-05-16,女,東京都,タオル B,小物,Unisex,,,2180
202205220038-2,2022-05-22,C00002097,HC-BUNN,1,980,2022-05-25,,配達済み,高崎 リサ,たかさき りさ,1990-11-15,女,福岡県,ハンカチ B,小物,Unisex,,,980
202205220038-1,2022-05-22,C00002097,SW-AMGS,1,16000,2022-05-28,,配達済み,高崎 リサ,たかさき りさ,1990-11-15,女,福岡県,Men Gray セーター A S,トップス,Men,Gray,S,16000
202205220029-1,2022-05-22,C00001556,NI-AMWM,4,40000,2022-05-25,,配達済み,沼田 大輔,ぬまた だいすけ,2007-02-27,男,神奈川県,Men White ニット A M,トップス,Men,White,M,10000
202205220013-2,2022-05-22,C00000360,SW-BWGM,1,15900,2022-05-28,,配達済み,斉藤 真奈美,さいとう まなみ,1981-12-11,女,東京都,Women Gray セーター B M,トップス,Women,Gray,M,15900
202205220013-1,2022-05-22,C00000360,NI-AWGS,1,11000,2022-05-25,,配達済み,斉藤 真奈美,さいとう まなみ,1981-12-11,女,東京都,Women Gray ニット A S,トップス,Women,Gray,S,11000
202205220035-1,2022-05-22,C00001950,SK-AWWM,1,18100,2022-05-26,,配達済み,藤田 舞,ふじた まい,1998-07-16,女,東京都,Women White スカート A M,ボトムス,Women,White,M,18100
202205220014-1,2022-05-22,C00000412,PA-CWBL,4,57200,2022-05-28,,配達済み,齊藤 洋恵,さいとう ひろえ,1997-12-16,女,長野県,Women Black パンツ C L,ボトムス,Women,Black,L,14300
202205220028-1,2022-05-22,C00001519,TS-AWWS,3,26700,2022-05-26,,配達済み,中村 真理,なかむら まり,1999-08-22,女,北海道,Women White Tシャツ A S,トップス,Women,White,S,8900
202205220009-1,2022-05-22,C00000335,TS-AMBS,3,23700,2022-05-28,,配達済み,奥 淳,おく じゅん,1987-04-26,男,東京都,Men Black Tシャツ A S,トップス,Men,Black,S,7900
202205220017-1,2022-05-22,C00000745,TO-BUNN,1,2180,2022-05-28,,配達済み,伏木 愛子,ふしき あいこ,1980-11-07,女,高知県,タオル B,小物,Unisex,,,2180
202205220014-2,2022-05-22,C00000412,PA-BWGL,1,19800,2022-05-28,,配達済み,齊藤 洋恵,さいとう ひろえ,1997-12-16,女,長野県,Women Gray パンツ B L,ボトムス,Women,Gray,L,19800
202205220002-1,2022-05-22,C00000004,HC-AUNN,1,1200,2022-05-27,,配達済み,青木 勇気,あおき ゆうき,1978-12-17,男,大阪府,ハンカチ A,小物,Unisex,,,1200
202205220020-1,2022-05-22,C00001044,PA-CWBM,1,14300,2022-05-26,,配達済み,松浪 好美,まつなみ よしみ,1978-09-05,女,長野県,Women Black パンツ C M,ボトムス,Women,Black,M,14300
202205220005-1,2022-05-22,C00000246,PA-CMGL,1,14300,2022-05-23,,配達済み,河合 美佳,かわい みか,1982-09-18,女,広島県,Men Gray パンツ C L,ボトムス,Men,Gray,L,14300
202205220019-1,2022-05-22,C00001033,HC-BUNN,1,980,2022-05-23,,配達済み,玉木 絢香,たまき あやか,1999-09-03,女,埼玉県,ハンカチ B,小物,Unisex,,,980
202205220003-1,2022-05-22,C00000133,PA-BMWS,1,20000,2022-05-28,,配達済み,中安 英子,なかやす ひでこ,1985-12-26,女,宮城県,Men White パンツ B S,ボトムス,Men,White,S,20000
202205220031-1,2022-05-22,C00001915,TO-BUNN,1,2180,2022-05-28,,配達済み,名和 彩香,なわ あやか,1995-01-22,女,東京都,タオル B,小物,Unisex,,,2180
202205220026-1,2022-05-22,C00001119,TB-BUNN,1,9800,2022-05-28,,配達済み,阿久津 郁実,あくつ いくみ,1991-07-17,女,大阪府,トートバッグ B,バッグ,Unisex,,,9800
202205220030-1,2022-05-22,C00001886,SB-AUNN,1,8800,2022-05-28,,配達済み,鶴田 裕美,つるた ゆみ,1980-11-05,女,東京都,ショルダーバッグ A,バッグ,Unisex,,,8800
202205220018-2,2022-05-22,C00000778,PA-BWBM,1,19800,2022-05-26,,配達済み,尾山 久美子,おやま くみこ,1991-07-23,女,神奈川県,Women Black パンツ B M,ボトムス,Women,Black,M,19800
202205220015-1,2022-05-22,C00000489,NI-AWBS,1,11000,2022-05-27,,配達済み,林 順子,はやし じゅんこ,1975-12-30,女,栃木県,Women Black ニット A S,トップス,Women,Black,S,11000
202205220039-1,2022-05-22,C00002211,HA-BUNN,1,4800,2022-05-28,,配達済み,岩瀬 綾子,いわせ あやこ,1979-06-12,女,東京都,帽子 B,小物,Unisex,,,4800
202205220018-1,2022-05-22,C00000778,BP-BUNN,2,19600,2022-05-27,,配達済み,尾山 久美子,おやま くみこ,1991-07-23,女,神奈川県,バックパック B,バッグ,Unisex,,,9800
202205220016-1,2022-05-22,C00000609,PA-BWGL,1,19800,2022-05-28,,配達済み,高村 由里子,たかむら ゆりこ,1972-11-18,女,東京都,Women Gray パンツ B L,ボトムス,Women,Gray,L,19800
202205230001-1,2022-05-23,C00000174,SB-BUNN,1,6800,2022-05-27,,配達済み,吉井 美子,よしい よしこ,2001-09-23,女,静岡県,ショルダーバッグ B,バッグ,Unisex,,,6800
202205250030-3,2022-05-25,C00001148,TS-BWGL,1,7600,2022-05-29,,配達済み,平本 裕子,ひらもと ゆうこ,1977-01-27,女,東京都,Women Gray Tシャツ B L,トップス,Women,Gray,L,7600
202205250045-1,2022-05-25,C00002112,SK-AWBS,1,18100,2022-05-30,,配達済み,清水 楓,しみず ふう,1994-05-22,女,東京都,Women Black スカート A S,ボトムス,Women,Black,S,18100
202205250003-1,2022-05-25,C00000218,TS-AWGM,1,8900,2022-05-31,,配達済み,倉田 絵里奈,くらた えりな,2000-07-02,女,大阪府,Women Gray Tシャツ A M,トップス,Women,Gray,M,8900
202205250003-2,2022-05-25,C00000218,TB-BUNN,1,9800,2022-06-01,,配達済み,倉田 絵里奈,くらた えりな,2000-07-02,女,大阪府,トートバッグ B,バッグ,Unisex,,,9800
202205250030-1,2022-05-25,C00001148,PA-CWGL,1,14300,2022-05-31,,配達済み,平本 裕子,ひらもと ゆうこ,1977-01-27,女,東京都,Women Gray パンツ C L,ボトムス,Women,Gray,L,14300
202205250008-1,2022-05-25,C00000546,SW-CWBS,1,18400,2022-05-31,,配達済み,早瀬 玲子,はやせ れいこ,1995-01-28,女,大分県,Women Black セーター C S,トップス,Women,Black,S,18400
202205250051-1,2022-05-25,C00002173,TO-AUNN,1,2280,2022-06-02,,配達済み,永野 静,ながの しずか,1979-07-15,女,東京都,タオル A,小物,Unisex,,,2280
202205250016-1,2022-05-25,C00000873,TB-AUNN,2,15600,2022-05-31,,配達済み,工藤 留美,くどう るみ,1976-08-26,女,愛媛県,トートバッグ A,バッグ,Unisex,,,7800
202205250009-1,2022-05-25,C00000587,NI-AKWM,1,8300,2022-06-02,,配達済み,古澤 恵里奈,ふるさわ えりな,1983-05-02,女,北海道,Kids White ニット A M,トップス,Kids,White,M,8300
202205250029-1,2022-05-25,C00001118,BP-CUNN,1,12900,2022-05-25,,配達済み,川口 久美子,かわぐち くみこ,1990-04-27,女,兵庫県,バックパック C,バッグ,Unisex,,,12900
202205250036-1,2022-05-25,C00001323,SW-CWGM,1,18400,2022-05-30,,配達済み,岩本 陽子,いわもと ようこ,1981-06-01,女,沖縄県,Women Gray セーター C M,トップス,Women,Gray,M,18400
202205250019-1,2022-05-25,C00000908,PA-CMWS,1,14300,2022-06-01,,配達済み,中村 省二,なかむら せいじ,2005-09-04,男,東京都,Men White パンツ C S,ボトムス,Men,White,S,14300
202205250007-1,2022-05-25,C00000541,PA-BWBL,3,59400,2022-06-03,,配達済み,山本 和子,やまもと かずこ,1998-05-15,女,千葉県,Women Black パンツ B L,ボトムス,Women,Black,L,19800
202205250030-2,2022-05-25,C00001148,PA-CWBL,1,14300,2022-05-28,,配達済み,平本 裕子,ひらもと ゆうこ,1977-01-27,女,東京都,Women Black パンツ C L,ボトムス,Women,Black,L,14300
202205250001-1,2022-05-25,C00000084,JA-CWGL,1,22100,2022-06-01,,配達済み,作田 綾花,さくた あやか,1990-07-07,女,愛知県,Women Gray ジャケット C L,アウター,Women,Gray,L,22100
202205250044-1,2022-05-25,C00002091,TS-CWBL,1,7600,2022-06-02,,配達済み,菊地 真弓,きくち まゆみ,2006-03-20,女,静岡県,Women Black Tシャツ C L,トップス,Women,Black,L,7600
202205250041-1,2022-05-25,C00001668,SW-AWBS,1,17600,2022-05-26,,配達済み,古谷 萌,ふるや もえ,1992-10-28,女,東京都,Women Black セーター A S,トップス,Women,Black,S,17600
202205250040-1,2022-05-25,C00001536,TS-BWBL,1,7600,2022-06-02,,配達済み,白谷 朋子,しらたに ともこ,1973-10-23,女,大阪府,Women Black Tシャツ B L,トップス,Women,Black,L,7600
202205250048-2,2022-05-25,C00002140,BP-CUNN,1,12900,2022-06-01,,配達済み,加藤 靖子,かとう やすこ,1993-07-31,女,東京都,バックパック C,バッグ,Unisex,,,12900
202205250013-1,2022-05-25,C00000654,HC-BUNN,1,980,2022-05-31,,配達済み,石田 多美子,いしだ たみこ,1977-11-24,女,東京都,ハンカチ B,小物,Unisex,,,980
202205250015-2,2022-05-25,C00000686,TS-CWGS,1,7600,2022-05-29,,配達済み,竹内 順子,たけうち じゅんこ,1993-12-14,女,北海道,Women Gray Tシャツ C S,トップス,Women,Gray,S,7600
202205250048-1,2022-05-25,C00002140,TB-BUNN,1,9800,2022-06-01,,配達済み,加藤 靖子,かとう やすこ,1993-07-31,女,東京都,トートバッグ B,バッグ,Unisex,,,9800
202205250038-1,2022-05-25,C00001429,TS-AMGL,1,7900,2022-06-01,,配達済み,関口 真大,せきぐち まさひろ,1998-11-29,男,三重県,Men Gray Tシャツ A L,トップス,Men,Gray,L,7900
202205250042-1,2022-05-25,C00001812,PA-BMGS,1,20000,2022-05-29,,配達済み,小林 秀一,こばやし しゅういち,2003-05-28,男,熊本県,Men Gray パンツ B S,ボトムス,Men,Gray,S,20000
202205250000-1,2022-05-25,C00000072,CT-CMWS,1,30800,2022-05-26,,配達済み,池田 誠一郎,いけだ せいいちろう,1998-11-15,男,東京都,Men White コート C S,アウター,Men,White,S,30800
202205250002-1,2022-05-25,C00000209,HC-AUNN,1,1200,2022-05-25,,配達済み,村松 卓也,むらまつ たくや,1990-09-17,男,東京都,ハンカチ A,小物,Unisex,,,1200
202205250015-1,2022-05-25,C00000686,SK-AWWS,1,18100,2022-05-26,,配達済み,竹内 順子,たけうち じゅんこ,1993-12-14,女,北海道,Women White スカート A S,ボトムス,Women,White,S,18100
202205250039-1,2022-05-25,C00001460,SK-AWBM,1,18100,2022-05-28,,配達済み,副島 恵美子,そえじま えみこ,1985-03-30,女,大阪府,Women Black スカート A M,ボトムス,Women,Black,M,18100
202205250024-1,2022-05-25,C00000995,SW-CWWM,4,73600,2022-05-31,,配達済み,西 冬美,にし ふゆみ,1982-08-09,女,千葉県,Women White セーター C M,トップス,Women,White,M,18400
202205250034-1,2022-05-25,C00001240,PA-CWWS,1,14300,2022-06-01,,配達済み,三浦 亜矢,みうら あや,1978-12-12,女,東京都,Women White パンツ C S,ボトムス,Women,White,S,14300
202205250037-1,2022-05-25,C00001359,NI-AWBS,1,11000,2022-05-29,,配達済み,鯨井 民子,くじらい たみこ,1986-01-04,女,東京都,Women Black ニット A S,トップス,Women,Black,S,11000
202205250004-1,2022-05-25,C00000502,SW-CMWL,3,55200,2022-05-31,,配達済み,遠藤 尚,えんどう なお,1983-11-25,男,神奈川県,Men White セーター C L,トップス,Men,White,L,18400
202205260002-1,2022-05-26,C00000391,PA-BWGL,1,19800,2022-05-30,2022-06-05,キャンセル,川端 みちる,かわばた みちる,1991-07-27,女,埼玉県,Women Gray パンツ B L,ボトムス,Women,Gray,L,19800
202205260003-1,2022-05-26,C00000504,SW-AWGL,1,17600,2022-05-30,,配達済み,坂井 麻理子,さかい まりこ,2002-06-12,女,東京都,Women Gray セーター A L,トップス,Women,Gray,L,17600
202205260031-1,2022-05-26,C00001764,TS-BWBM,2,15200,2022-05-30,,配達済み,梶野 千穂,かじの ちほ,2006-11-09,女,東京都,Women Black Tシャツ B M,トップス,Women,Black,M,7600
202205260023-1,2022-05-26,C00001510,TS-AWBL,1,8900,2022-05-31,,配達済み,林部 祥子,はやしべ しょうこ,2006-08-24,女,神奈川県,Women Black Tシャツ A L,トップス,Women,Black,L,8900
202205260001-1,2022-05-26,C00000170,SW-BWWM,1,15900,2022-06-01,,配達済み,細井 瞳,ほそい ひとみ,1997-04-14,女,福岡県,Women White セーター B M,トップス,Women,White,M,15900
202205260022-1,2022-05-26,C00001506,TS-AMGS,1,7900,2022-05-30,,配達済み,橋本 さとし,はしもと さとし,1978-12-29,男,福岡県,Men Gray Tシャツ A S,トップス,Men,Gray,S,7900
202205260033-1,2022-05-26,C00001842,SK-AWWM,1,18100,2022-05-27,,配達済み,楠元 優子,くすもと ゆうこ,1997-02-26,女,東京都,Women White スカート A M,ボトムス,Women,White,M,18100
202205260006-1,2022-05-26,C00000755,BP-BUNN,2,19600,2022-06-01,,配達済み,加藤 忠広,かとう ただひろ,1987-09-14,男,神奈川県,バックパック B,バッグ,Unisex,,,9800
202205260034-1,2022-05-26,C00001936,SW-AMWL,1,16000,2022-05-30,,配達済み,福島 哲也,ふくしま てつや,2000-02-19,男,北海道,Men White セーター A L,トップス,Men,White,L,16000
202205260009-1,2022-05-26,C00001123,SK-AWWM,1,18100,2022-06-02,,配達済み,水口 和美,みずぐち かずみ,1980-03-13,女,千葉県,Women White スカート A M,ボトムス,Women,White,M,18100
202205260004-1,2022-05-26,C00000574,SW-AWBL,1,17600,2022-05-29,2022-06-05,キャンセル,木下 紀子,きのした のりこ,2000-04-21,女,埼玉県,Women Black セーター A L,トップス,Women,Black,L,17600
202205260016-1,2022-05-26,C00001452,TS-CWGS,1,7600,2022-05-30,,配達済み,板倉 麻紀,いたくら まき,2002-12-09,女,埼玉県,Women Gray Tシャツ C S,トップス,Women,Gray,S,7600
202205260025-2,2022-05-26,C00001610,PA-AKGL,2,15200,2022-05-30,,配達済み,高岸 菜津子,たかぎし なつこ,1981-09-28,女,千葉県,Kids Gray パンツ A L,ボトムス,Kids,Gray,L,7600
